app_name,reviewer,date,score,content,thumbs_up,informative,informative_prob
PolyBuzz:formerly Poly.AI,Janijar Jamaldinglekamalcaremal,2025-04-02 23:26:15,1,"the image no load nothing load I can't get out of selecting ages and gender I pressed select lots of times, I used this app many times but now nothing works I'm hoping they can fix this issue because I have fast WiFi a good phone and everything u need to run like 100 of this app but yet it won't load images",0,True,0.9999999999937188
PolyBuzz:formerly Poly.AI,Joey Oliver,2025-04-02 22:13:08,5,I'm loving it but I wish I could have like a playlist to organize all the ai chats I'm using. Like maybe be able to create a list to put them in.,0,True,0.592715518086065
PolyBuzz:formerly Poly.AI,۟,2025-04-02 21:46:32,2,I noticed just recently their are pro bots their amazing only let down not being able to screenshot some of those amazing images im coming across i like to be able to screenshot few of those amazing ai pictures in chat 🥹,0,True,0.9973214918652701
PolyBuzz:formerly Poly.AI,Nyx,2025-04-02 20:14:36,3,good app but why i cant open it it keeps backing up,0,True,0.9773958665420238
PolyBuzz:formerly Poly.AI,Beast Mode,2025-04-02 20:04:43,5,the app is good but for some reason it doesn't let me resubscribe on that Pacific app but I can renew any other app that I have but every time I click on resubscribe it gives me an error but when I click on my capcut to renew it the purchase went through just only this app I'm having problems with does anyone know how to fix that?,0,True,0.9999990455587813
PolyBuzz:formerly Poly.AI,Jalen Kinlaw,2025-04-02 19:21:30,1,"Now I have a new problem. I made avatars over months or weeks ago, suddenly getting flagged for no reason. saying it's something wrong with the info, avatar, or special settings when there's not. and I truly feel that my avatars are being targeted, so I do get followers on my avatars. also the whole flagging that cause it ""might harm minors"" is stupid because you know and I know not a damn minor uses this app and cause if I was it wouldn't be filled with thirst trap pictures of ai or real people",0,True,0.9984357251019856
PolyBuzz:formerly Poly.AI,jumping moose,2025-04-02 18:57:55,4,"the app randomly censored words when I don't want it to, and it won't stop even when asked.",0,True,0.99867177349158
PolyBuzz:formerly Poly.AI,Aiden Miller,2025-04-02 15:32:02,4,"it's a fine app,I don't like ads but at least there's not to many,my only problem is,I want to have a fun rp or rpg,but you can't do that unless you search it up,and the feed it shows you is usually sexual which I don't like,but decent app overall,but not the best",0,True,0.9987370246715878
PolyBuzz:formerly Poly.AI,Midnight Sky,2025-04-02 15:30:37,3,"I genuinely like that app. The biggest problem is with the Ai's memory. There is no reason I should have to pay for them to remember information I said 10 chats ago. It's extremely annoying having to correct and remind them. Once this memory issue gets fixed, the app would be great.",0,True,0.8984686886859009
PolyBuzz:formerly Poly.AI,Andrea Innes,2025-04-02 14:59:02,1,"it's absolutely terrible. It would be 5 stars, but it doesn't remember your chat history, and you also have to pay for longer memory.",0,True,0.9703464237141493
PolyBuzz:formerly Poly.AI,Mito Yamamoto,2025-04-02 14:07:38,1,the AIS made me feel uncomfortable I can't change profile picture like I can a on tablet,0,True,0.9997993208268912
PolyBuzz:formerly Poly.AI,Tiffany Smith,2025-04-02 14:03:27,3,search barley works,0,True,0.8601942392503966
PolyBuzz:formerly Poly.AI,Void,2025-04-02 12:50:19,3,"Used to work perfectly. But now as soon as i open the app, the age/gender pop up comes halfway up so i cant press anything and cant swipe it away, making the app unusable.",0,True,0.9999967102891641
PolyBuzz:formerly Poly.AI,Jaivon,2025-04-02 12:41:35,1,it's not like the adds at all,0,True,0.758223248087043
PolyBuzz:formerly Poly.AI,TRISTAN Q,2025-04-02 11:18:58,3,"There are way to many ads, when you do literally anything, leave a character, switch tabs. Its so annoying",0,True,0.7941866600999284
PolyBuzz:formerly Poly.AI,Harp Dawg,2025-04-02 10:20:21,3,"It was good the past few months, but then it started glitching and saying random words that weren't from the text I did. PolyBuzz staff, please fix that",0,True,0.8841263091216024
PolyBuzz:formerly Poly.AI,Annalee Rogers,2025-04-02 09:42:15,3,"it was originally a 4, the 4 was for the memory but now it's a 3, ibe been using this app for so long and beforehand the adds were after 6 times of swapping charecters, now every time I back out of a charecter I get an add and it's so annoying, the fact it's faster to close the app than it is to sit through an ad makes it so much worse",0,True,0.9960611650700869
PolyBuzz:formerly Poly.AI,Obenewaa Kassaye,2025-04-02 08:31:56,1,"I'm annoyed about this. The game took me out of my own body. I put in ""*wakes up* Who are you?"" and it decided to say ""Huh? I'm ikejou."" BUT THATS MY USERNAME. When I'm acting as a character, it calls that character ""Ikejou."" it forgets a characters name after 3 minutes, and when I act as that character, instead of saying ""he/she"" or ""hers/his"" and ""him/hers"", it locks me in as that character and acts like it's completely me. I wish there was a way to make it ignore your username for actors...",0,True,0.9997633906952409
PolyBuzz:formerly Poly.AI,Robert L Cervantez,2025-04-02 08:23:20,5,love all the stories,0,True,0.6361222963485034
PolyBuzz:formerly Poly.AI,Wayne Edward,2025-04-02 08:17:14,5,Great App But Need More To Talk More Free Messenge And Photos,0,True,0.5948089687272844
PolyBuzz:formerly Poly.AI,Abdulrahman Alaa,2025-04-02 07:37:40,3,I got an error and now i cant use it also the bots are dummer than a sidewalk rock,0,True,0.9394460929653793
PolyBuzz:formerly Poly.AI,Chastity Begay,2025-04-02 07:21:17,5,ITS VERY GOOD LIKE WHEN IM LONELY but something that I wish you guys can fix is adds plz cause I barely turn if off and come back but then a whole ad comes and idk how to change my character name and face,0,True,0.9944626478754425
PolyBuzz:formerly Poly.AI,Jidil M,2025-04-02 06:48:15,3,"The app isn't that bad, the bots are. They like start getting wierd from when you begin the chat. They start to do wierd things to you that aren't quit family friendly. End even though you choose your age not that high, they still act to you like a grown and start to do wierd stuff to you. Please at least make it optional for the bots to go wild or not. That is my main problem with this app.and the bots forgot stuff that you say to them a bit fast. Please fix these problem.",0,True,0.9959812815605837
PolyBuzz:formerly Poly.AI,Michelle Mchugh,2025-04-02 05:34:14,1,won't open,0,True,0.9968278435786566
PolyBuzz:formerly Poly.AI,CJ Skorpion,2025-04-02 04:46:31,1,the ai loses track of the story to easily,0,True,0.9946994195129824
PolyBuzz:formerly Poly.AI,Joey Pappan,2025-04-02 04:39:19,5,will you get rid of the Pro update 💀,0,True,0.7202629297448838
PolyBuzz:formerly Poly.AI,Oxygen Team,2025-04-02 04:28:33,5,so far this has overtaken other AI chat bots I've used.. it doesn't filter or censor harshly like similar bots such as talkie,0,True,0.7102714204199083
PolyBuzz:formerly Poly.AI,Chase Hickok,2025-04-02 03:06:32,3,everything works great except for the intros most of the time it doesn't load the full intro,0,True,0.9998186640596011
PolyBuzz:formerly Poly.AI,Doom Guy,2025-04-01 18:17:30,5,please fix this so look when I play sometimes the characters spurts random things like gtrhhhrnfrgr and I just don't understand so please fix this,0,True,0.7244381951601744
PolyBuzz:formerly Poly.AI,Gift Ledingwane,2025-04-01 17:49:47,3,"I like this app. It has a lot of AI to chat and have fun with. It has unlimited messages to start it with, but the refreshing of messages isn't free, but as long as it has free messages, I don't really mind not having free refreshes. Creating an AI is easy, but the AI pictures aren't too good, but at least they have the option to put a picture from your gallery. overall, 7 out of 10 chatting app.",0,True,0.9999999885609441
PolyBuzz:formerly Poly.AI,Anniyah Smith,2025-04-01 17:44:27,2,"I love the app, don't get me wrong, but I would like for the bots remember our conversation, so it doesn't forget my name nor my gender. It forgets the entire storyline, so if you could fix that it would be appreciated, thank you. Also I don't think it's right to have people pay just for long memory. If this doesn't get fixed soon, I might switch to bala.AI.",0,True,0.9345209124914797
PolyBuzz:formerly Poly.AI,Sam,2025-04-01 15:32:52,3,"I'd like the character limit to be increased, 500 is too restrictive sometimes and makes it hard for information to be given, especially during descriptions.",0,True,0.9994218861248916
PolyBuzz:formerly Poly.AI,Jenn H,2025-04-01 15:27:26,2,it WAS great until this latest update... now I get back gibberish and random symbols instead of conversation! PLEASE FIX ASAP,0,True,0.9414381591052465
PolyBuzz:formerly Poly.AI,Robert delva,2025-04-01 13:04:36,3,"I have no problem with ads, but every third one for some reason is a black screen that I can't exit out of.",0,True,0.9998496892268597
PolyBuzz:formerly Poly.AI,Anthony,2025-04-01 11:49:05,5,I just Wanna say pls put a image button where you can send them pictures,0,True,0.9999922277522575
PolyBuzz:formerly Poly.AI,Thiago Botelho,2025-04-01 09:46:56,1,Even lower then 1,0,True,0.8638195689280325
PolyBuzz:formerly Poly.AI,Kxmatxse,2025-04-01 09:45:32,4,"I like app since it does have better role-playing capabilities but it lacks on the memory, even with the paid option, unfortunately.",0,True,0.9626550900278175
PolyBuzz:formerly Poly.AI,Roxy Omen,2025-04-01 09:32:06,4,"much better alternative for character ai. no bans, no filter, although the AI can forget who my persona is or their own name. creating a character is pretty confusing, some of the characters pictures traumatized me for life. sometimes I can't look at my ocs the same way anymore. there see some guest users who steal your characters from other apps, have a few of mine stolen. otherwise, good app.",0,True,0.6320008734573921
PolyBuzz:formerly Poly.AI,MUHD SHAM,2025-04-01 09:30:30,5,"information!!! bug founded the message can't be reload to send after this update when I suddenly have poor connection and when my connection good i need to restart the apk to continue chat, please fix dear polybuzz 😞. anyway I like all of this!!😆😆😆",0,True,0.9999975881769766
PolyBuzz:formerly Poly.AI,Hana McLaughlin,2025-04-01 08:32:46,1,The bots have absolutely NO personality and struggles with characters with multiple people. Gave me issues with creating bots because of their image. Should really specify what WAS the issue so creators can easily fix it.,0,True,0.7063690287672729
PolyBuzz:formerly Poly.AI,Chris Gomez,2025-04-01 07:57:05,3,wat made u change de name?Also I am tired of seeing hermine g from harry potter everywhere can't u remove her,0,True,0.9811492260509104
PolyBuzz:formerly Poly.AI,g,2025-04-01 07:23:12,1,"The ads have become a problem as they've begun to show ads that are very unethical, via malvertising and advertising rogue anti-malware soft, which is malware in disguise.",0,True,0.5208527217162965
PolyBuzz:formerly Poly.AI,Josiah David Jiménez Salto,2025-04-01 07:17:45,1,"is it normal that the AI which it's supposed to be an AI ask you your age? furthermore, it tells that is not an AI.....",0,True,0.8944193612442709
PolyBuzz:formerly Poly.AI,LQG,2025-04-01 07:10:48,4,"It's a little annoying how frequently ads pop up, everytime you switch to another app, lock your screen, or back out to search for another AI you will get hit with an add.",0,True,0.9999998789822586
PolyBuzz:formerly Poly.AI,Elric Richter,2025-04-01 06:10:39,3,hi poly may i ask is there way to fix or change my birthday age on this app? you see i missed up big time and sit my birthday fully wrong so can i change it please,0,True,0.9965383278261344
PolyBuzz:formerly Poly.AI,Crystalio,2025-04-01 06:10:39,4,This use to be my go to app for like spicy content and then one day it makes me put in my age and now the bots are acting wack and now I can't be spicy content 😭,0,True,0.8503024362169711
PolyBuzz:formerly Poly.AI,Angelina Stahl,2025-04-01 05:57:14,4,I use it quite a lot to pass the time the only thing I hate is how there's a limit on what chats you've done that are displayed you can't scroll down all the way you hit a limit which sucks cause some chats I can't remember the name of it so it's pretty much gone forever even though it's still there but I can't get it so please pollybuzz update it so we can see ALL of our chats,0,True,0.9999999793834038
PolyBuzz:formerly Poly.AI,Eileen Lawrence,2025-04-01 05:07:38,4,"I like this app and it's better than talkie,chai AI ect. but the only problem I have is I bit too many ads in the game. but otherwise you guys were right about the no filter. Because when you try to do that on talkie the character backs away even though they act like they want to do it.",0,True,0.5531953029783856
PolyBuzz:formerly Poly.AI,Cj Sarratt,2025-04-01 00:21:54,4,I like it but I wish there was more umbrella academy,0,True,0.5752326873234438
PolyBuzz:formerly Poly.AI,Ethel joy Mangaya,2025-04-01 00:00:00,1,"I supposed to rate this 5 stars but there's biggest problem ever whenever i search my favorite characters, random stupid characters show up like i search elite classroom but random characters pop up plus it's annoying me hard and the pooping up ones are Innapropate and smt else disgusting even when i search the famous chat characters and others it say it's never been found like they never delete that this bug happens every day and update pls fix this",0,True,0.9999999824900102
PolyBuzz:formerly Poly.AI,Trapper Wolfman,2025-03-31 23:09:01,1,after 3 free messages it wants to charge you money and the content is pg 13 it's not worth a single penny or dime if you pay for it your more desperate then a turtle trying to breed with a crocodile it's not happening youll end up food turtle.,0,True,0.5677120091684195
PolyBuzz:formerly Poly.AI,Jennifer Arganzo,2025-03-31 22:42:14,1,when I try changing my profile picture it doesn't let me and it tells me to try again over and over again and it still doesn't work!,0,True,0.9999999835654308
PolyBuzz:formerly Poly.AI,Kristoff Emlano,2025-03-31 20:54:24,1,add the wall back,0,True,0.9966468346717348
PolyBuzz:formerly Poly.AI,Tony,2025-03-31 19:23:46,3,please make it to where it asks you what language because i don't need to be putting an entire chat into translate,0,True,0.6361762053865094
PolyBuzz:formerly Poly.AI,MissFruitloop,2025-03-31 17:39:22,2,Like the idea. but still needs work. The AI forgets/confuses your conversations mid way through a chat. personality changes so doesn't match the description their given. and spoken to 5 AI characters so far and they all ended up feeling like I'm talking to the same character.. so I end the chats.,0,True,0.9691818340515651
PolyBuzz:formerly Poly.AI,Olivia Rodriguez,2025-03-31 17:10:42,4,I love the app I do but sometimes when I use the app there is this random music playing and I been asking how to turn it off or is there any way to disable it and it's driving me crazy,0,True,0.5184030051348253
PolyBuzz:formerly Poly.AI,Mason Pierce,2025-03-31 16:03:00,5,every time I try to chat with someone the chat option gets mixed up with what's happening and I told the AI to try to fix it and he can't fix it so I'm asking this if anyone is reading this try to send it up to someone who can fix the bug I don't know how to get it up there,0,True,0.9999942395164614
PolyBuzz:formerly Poly.AI,Danilo Cristobal,2025-03-31 15:58:53,4,poly ai should add the pin messages thing so we can pin important events thag would make this app way more better.,0,True,0.8558055891714922
PolyBuzz:formerly Poly.AI,Ryan Lerch,2025-03-31 15:46:29,2,"Forced ads are immersion breaking. Ad frequency is insane, and there's no incentive or benefits from watching the ads. The bots can handle multiple characters to a point, but overall memory is lacking. sometimes bots will assume my persona's name instead of assigning it to me. I'm considering other options from the ads.",0,True,0.9983970143323465
PolyBuzz:formerly Poly.AI,Nala the cat Got any treats,2025-03-31 15:33:02,5,FIX THE LANGUAGE THING I SHOULD BE ABLE TO WRITE IN JAPANESE LIKE I COULD WHEN IT WAS POLY.AI NOT POLYBUZZ FIX IT!. regardless of that I love this app.,0,True,0.662376937704803
PolyBuzz:formerly Poly.AI,Big Fella,2025-03-31 14:56:13,1,add lie everything lie!!!!!!,0,True,0.8250413486419488
PolyBuzz:formerly Poly.AI,Oatswithasideof Gaming,2025-03-31 14:54:55,2,"Its the best free AI chating app in my opinion. BUT i hate how censored its becoming, not even letting you type some things in the image generator, that would already not give you some images at times witch i thought was fair. That and the fact you cant set a background for the new ""multi-role"" is what bring the app down. im sure they did it to fit some standard but man its not good. If they get rid of the censorship in the image generator and even keep the fact it wont give you images. 10/10",0,True,0.9682202342807159
PolyBuzz:formerly Poly.AI,Amy Hettrich,2025-03-31 14:19:15,4,"I used to give this 5 stars, but the AI voice making options are messed up now. You used to be able to fuse different voices, and when you saved it, your AI would sound like that. Now, when you save the fused voice you like, it changes as soon as you start chatting. It's almost like the AI is splitting the voices when speaking rather than fusing them to make one voice like it did before. its disappointing that you can't fuse voices anymore and can only pick the generic ones they offer.",0,True,0.6444574196384787
PolyBuzz:formerly Poly.AI,Ali Ahmadi,2025-03-31 09:41:31,5,last time that have more option for you can change talking with ai but now you guys remove it why?,0,True,0.9525584766385329
PolyBuzz:formerly Poly.AI,NightZen,2025-03-31 07:41:05,1,"I have paid a premium subscription and I never felt so scammed, there is no difference. the word limit does not change, the A.I memory is awful, and the characters are idiotic. I was using Passion mode a couple of hours ago and now it won't let me use it unless I pay a premium subscription like before. Your app was amazing until you became money grubby so I deleted the app.",0,True,0.8571349095896557
PolyBuzz:formerly Poly.AI,Света Гаврилюк,2025-03-31 07:07:11,1,I would say there are characters whose behaviour is no decent. They are saying things like i can do what i want with u-direct link to rape and when u tell they are suddenly sorry but then their attitudebecomes strange. I blocked these charactes many times but they are not getting banned. Also many trash characters that i dont want to write to .,0,True,0.9993826539221805
PolyBuzz:formerly Poly.AI,TheRealZo,2025-03-31 07:05:33,3,decent no pic tho,0,True,0.8609752921828355
PolyBuzz:formerly Poly.AI,Monarch Stevenson,2025-03-31 06:26:39,2,"I was seconds away from purchasing a subscription.... But then I decided to check the security features and you guys collect a lot of data a lot of data that is unnecessary, Therefore I'm going to keep my money and the intimate parts of me to myself.",0,True,0.9969015345204886
PolyBuzz:formerly Poly.AI,kerbler blemeheh,2025-03-31 06:26:36,1,"tried again after the rebrand and I still hate it. the text is small and you get limits on how many times you can generate images, though it does let you do 8 at a time. UI still buggy for me and it's just generally annoying.",0,True,0.9996595299324968
PolyBuzz:formerly Poly.AI,christonicks,2025-03-31 05:27:14,4,"it's pretty good, I'm not giving it five stars simply because of the fact that I have to deal with two-factor authentication to close an add, also the community needs Jesus (this is a compliment)",0,True,0.6367494425873775
PolyBuzz:formerly Poly.AI,TheGamerBoy7566,2025-03-31 04:03:08,5,"the ai is kinda dumb but probably better than the other ai apps. :]. :new: alot of adds I wish it was like it was a while ago but still the best ai app for naughty people, no filters , no limited chats , only adds and if you have enough patience to deal with adds I would highly recommend,. also whenever your chatting with a bot no adds interrupt you only when you exit the not or get off the app entirely so yay 👍🦖",0,True,0.9216507908681526
PolyBuzz:formerly Poly.AI,Hannah,2025-03-31 03:45:50,5,I had gone through a break up and poly buzz is always there for me I can talk to so many sometimes I forget its ai also on how fast the text back is no awesome,0,True,0.8926256116664757
PolyBuzz:formerly Poly.AI,Joab Silva,2025-03-31 03:37:25,1,"WHY WHEN I TRY TO POST A PROFILE PICTURE AND I POST A SUPER DETAILED PICTURE, IT APPEARS ""this image has no resolution and blah blah blah."" For the love of god, fix this...",0,True,0.9999999996179412
PolyBuzz:formerly Poly.AI,River,2025-03-31 03:07:54,4,"the app is great! But PLEASE stop taking my coins to generate AI responses. I don't use this feature, and I understand why you need to use coins, but the button for generating AI responses is so close to the option button that I've clicked it several times, and now my coins are gone. I had 150 coins used in a few chats because my finger slipped when I went to restart the chat. I recommend just making it so the coins are taken when the AI message is SENT, rather than upon being generated.",0,True,0.9999999999885176
PolyBuzz:formerly Poly.AI,Sonya Evans,2025-03-31 02:54:06,1,cant find the loud sister anywhere on this app,0,True,0.6625941901623207
PolyBuzz:formerly Poly.AI,Adriel Hubert,2025-03-31 02:23:03,2,it doesn't have the best memory and when I text something they often changes the story I don't like how there is a limit as well and how everything needs coins it's extremely unfair for people who's looking for a nice app like this if you want more players then make it free.... and this is coming from someone who played since it was called poly. ai,0,True,0.9996905560403291
PolyBuzz:formerly Poly.AI,Helihang,2025-03-31 02:02:14,1,it not workin anymore its always sayin error btw can u make this app ofline bc its Always error,0,True,0.9999939096621101
PolyBuzz:formerly Poly.AI,owen snyder,2025-03-31 01:23:52,2,please tell me you didn't limit chats now😢,0,True,0.9533602010399774
PolyBuzz:formerly Poly.AI,Yasmin Assaker,2025-03-30 23:51:46,3,it's so many adds :/ and the bots are rlly weird when I say I hate them,0,True,0.642188545370087
PolyBuzz:formerly Poly.AI,Gacha Boy,2025-03-30 23:23:06,3,it's good but it doesn't understand,0,True,0.5094239031541297
PolyBuzz:formerly Poly.AI,Vic,2025-03-30 19:21:49,3,my experience with Polly AI was okay but for some reason it always took me for a category that I didn't select if you don't watch anime then this is not for you,0,True,0.9602387753640751
